Source,ï»¿SubmissionDate,start,end,today,deviceid,info_note,consentement,consentement_note,Commune type,region,province,commune,commune_checked,villages,commune_population,commune_population_number,ic_a_01-secretaire_g,ic_a_01-date_SG_recruitment,ic_a_01-secretaire,ic_a_01-date_secretary_recruitment,ic_a_01-agent_secretaire,ic_a_01-temps_plein_secretaire,ic_a_01-agent_etat_civil,ic_a_01-date_agent_etat_civil_recruitment,ic_a_01-agent_d_etat_civil_recruitment,ic_a_01-temps_plein_agent_etat_civil,ic_a_01-comptable,ic_a_01-date_compatable_recruitment,ic_a_01-comptable_recruitment,ic_a_01-temps_plein_comptable,ic_a_01-regisseur_recettes,ic_a_01-date_regisseur_recettes_recruitment,ic_a_01-regisseur_recettes_recruitment,ic_a_01-temps_plein_regisseur_recettes,ic_a_01-agent_materiel_transfere,ic_a_01-date_materiel_transferes_recruitment,ic_a_01-materiel_transferes_recruitment,ic_a_01-temps_plein_materiel_transfere,ic_a_01-agent_services_statistiques,ic_a_01-date_agent_services_statistiques_recruitment,ic_a_01-services_statistiques_recruitment,ic_a_01-temps_plein_services_statistiques,ic_a_01-agent_service_techniques,ic_a_01-date_service_techniques_recruitment,ic_a_01-services_technique_recruitment,ic_a_01-temps_plein_services_technique,ic_a_01-agent_affaires_domaniales_foncieres,ic_a_01-date_agent_affaires_domaniales_foncieres_recruitment,ic_a_01-agent_affaires_domaniales_foncieres_recruitment,ic_a_01-temps_plein_affaires_domaniales_foncieres,ic_a_02-M_E_unit,ic_a_02-place_evaluation,ic_a_02-image_arrete_M_E_unit,ic_a_02-M_E_unit_functional,ic_a_02-year_creation_M_E_unit,ic_a_02-creation_ME_unit,ic_a_02-creation_ME_unit_other,ic_a_02-ME_commune_feedback,ic_a_02-ME_type_commune_feedback,ic_a_02-ME_type_commune_feedback_other,ic_a_03-ic_a_03_i,ic_a_03-ordinary_council_meetings,ic_a_03-extraordinary_councils,ic_a_03-signinsheets,ic_a_03-number_pic_b,ic_a_03-ic_a_03_Signinsheets_pic_1,ic_a_03-ic_a_03_Signinsheets_pic_2,ic_a_03-ic_a_03_Signinsheets_pic_3,ic_a_03-ic_a_03_Signinsheets_pic_4,ic_a_03-ic_a_03_Signinsheets_pic_5,ic_a_03-ic_a_03_Signinsheets_pic_6,ic_a_03-ic_a_03_Signinsheets_pic_7,ic_a_03-ic_a_03_Signinsheets_pic_8,ic_a_03-ic_a_03_Signinsheets_pic_9,ic_a_03-ic_a_03_Signinsheets_pic_10,ic_a_03-session_council_mun,ic_a_03-number_pic_c,ic_a_03-ic_a_03_minutes_pic1,ic_a_03-ic_a_03_minutes_pic2,ic_a_03-ic_a_03_minutes_pic3,ic_a_03-ic_a_03_minutes_pic4,ic_a_03-ic_a_03_minutes_pic5,ic_a_03-ic_a_03_minutes_pic6,ic_a_03-ic_a_03_minutes_pic7,ic_a_03-ic_a_03_minutes_pic8,ic_a_03-ic_a_03_minutes_pic9,ic_a_03-ic_a_03_minutes_pic10,ic_a_04-total_councilor,ic_a_04-gender_councilor,ic_a_04-councilor_attendance_meeting1,ic_a_04-councilor_attendance_meeting2,ic_a_04-councilor_attendance_meeting3,ic_a_04-councilor_attendance_meeting4,ic_a_05-CdC_meetings_2013,ic_a_05-theme_CdC_meeting1,ic_a_05-finance_CdC_meeting1,ic_a_05-finance_CdC_meeting1_other,ic_a_05-theme_CdC_meeting2,ic_a_05-finance_CdC_meeting2,ic_a_05-finance_CdC_meeting2_other,ic_a_05-theme_CdC_meeting3,ic_a_05-finance_CdC_meeting3,ic_a_05-finance_CdC_meeting3_other,ic_a_05-theme_CdC_meeting4,ic_a_05-finance_CdC_meeting4,ic_a_05-finance_CdC_meeting4_other,ic_a_06-local_taxes_2011,ic_a_06-local_taxes_forecast_2011,ic_a_06-number_pic_d1,ic_a_06-number_pic_d2,ic_a_06-number_pic_d3,ic_a_06-number_pic_d4,ic_a_06-number_pic_d5,ic_a_06-number_pic_d6,ic_a_06-number_pic_d7,ic_a_06-number_pic_d8,ic_a_06-number_pic_d9,ic_a_06-number_pic_d10,ic_a_06-number_pic_d11,ic_a_06-number_pic_d22,ic_a_06-image_budget_2011_1,ic_a_06-image_budget_2011_2,ic_a_06-image_budget_2011_3,ic_a_06-image_budget_2011_4,ic_a_06-image_budget_2011_5,ic_a_06-image_budget_2011_6,ic_a_06-image_budget_2011_7,ic_a_06-image_budget_2011_8,ic_a_06-image_budget_2011_9,ic_a_06-image_budget_2011_10,ic_a_06-local_taxes_2012,ic_a_06-local_taxes_forecast_2012,ic_a_06-number_pic_e1,ic_a_06-number_pic_e2,ic_a_06-number_pic_e3,ic_a_06-number_pic_e4,ic_a_06-number_pic_e5,ic_a_06-number_pic_e6,ic_a_06-number_pic_e7,ic_a_06-number_pic_e8,ic_a_06-number_pic_e9,ic_a_06-number_pic_e10,ic_a_06-number_pic_e11,ic_a_06-number_pic_e,ic_a_06-image_budget_2012_1,ic_a_06-image_budget_2012_2,ic_a_06-image_budget_2012_3,ic_a_06-image_budget_2012_4,ic_a_06-image_budget_2012_5,ic_a_06-image_budget_2012_6,ic_a_06-image_budget_2012_7,ic_a_06-image_budget_2012_8,ic_a_06-image_budget_2012_9,ic_a_06-image_budget_2012_10,ic_a_06-local_taxes_2013,ic_a_06-local_taxes_2013_amount,ic_a_06-local_taxes_forecast_2013,ic_a_06-number_pic_f,ic_a_06-image_budget_2013_1,ic_a_06-image_budget_2013_2,ic_a_06-image_budget_2013_3,ic_a_06-image_budget_2013_4,ic_a_06-image_budget_2013_5,ic_a_06-image_budget_2013_6,ic_a_06-image_budget_2013_7,ic_a_06-image_budget_2013_8,ic_a_06-image_budget_2013_9,ic_a_06-image_budget_2013_10,ic_a_06-number_pic_f1,ic_a_06-number_pic_f2,ic_a_06-number_pic_f3,ic_a_06-number_pic_f4,ic_a_06-number_pic_f5,ic_a_06-number_pic_f6,ic_a_06-number_pic_f7,ic_a_06-number_pic_f8,ic_a_06-number_pic_f9,ic_a_06-number_pic_f10,ic_a_06-number_pic_f11,ic_a_07-execution_equipment_procurement_plan,ic_a_07-number_pic_g,ic_a_07-image_equipment_procurement_plan_1,ic_a_07-image_equipment_procurement_plan_2,ic_a_07-image_equipment_procurement_plan_3,ic_a_07-image_equipment_procurement_plan_4,ic_a_07-image_equipment_procurement_plan_5,ic_a_07-image_equipment_procurement_plan_6,ic_a_07-image_equipment_procurement_plan_7,ic_a_07-image_equipment_procurement_plan_8,ic_a_07-image_equipment_procurement_plan_9,ic_a_07-image_equipment_procurement_plan_10,sd_a_01-birth_certificates,sd_a_01-number_pic_j,sd_a_01-image_birth_certificate_registry_1,sd_a_01-image_birth_certificate_registry_2,sd_a_01-image_birth_certificate_registry_3,sd_a_01-image_birth_certificate_registry_4,sd_a_01-image_birth_certificate_registry_5,sd_a_01-image_birth_certificate_registry_6,sd_a_01-image_birth_certificate_registry_7,sd_a_01-image_birth_certificate_registry_8,sd_a_01-image_birth_certificate_registry_9,sd_a_01-image_birth_certificate_registry_10,sd_a_01-jugements_suppletifs_2013_total,sd_a_01-jugements_suppletifs_calculs_2013,sd_a_01-jugements_suppletifs_naissances_2013,PACT_M_E_indicators-supportMATS,PACT_M_E_indicators-satisfactionMATS,PACT_M_E_indicators-reasonMATS,PACT_M_E_indicators-supportDRB,PACT_M_E_indicators-satisfactionDRB,PACT_M_E_indicators-reasonDRB,PACT_M_E_indicators-supportDRCMEF,PACT_M_E_indicators-satisfactionDRCMEF,PACT_M_E_indicators-reasonDRCMEF,PACT_M_E_indicators-supportTR,PACT_M_E_indicators-satisfactionTR,PACT_M_E_indicators-reasonTR,PACT_M_E_indicators-supportDRI,PACT_M_E_indicators-satisfactionDRI,PACT_M_E_indicators-reasonDRI,PACT_M_E_indicators-supportDREP,PACT_M_E_indicators-satisfactionDREP,PACT_M_E_indicators-reasonDREP,PACT_M_E_indicators-trainings_MEF,PACT_M_E_indicators-trainings_MEF_other,PACT_M_E_indicators-taxes_TPP,information_q,note_inf,meta-instanceID,KEY
Modifie,4/18/2014 9:55,4/10/2014 16:24,4/10/2014 17:49,10-Apr-14,10:bf:48:f5:2c:01,,1,,Urbain,CAS,COM,BANFORA,BANFORA,22,1,125000,1,1-Aug-06,1,1-Jan-02,0,1,1,1-Feb-09,0,1,1,1-Oct-13,0,1,1,1-Feb-13,0,1,0,,,,0,,,,1,1-Oct-97,0,1,1,1-Apr-12,0,1,1,1,media\1397148442952.jpg,0,24-Feb-14,1,,0,,,4,4,0,1,8,media\1397148488540.jpg,media\1397148522810.jpg,media\1397148566781.jpg,media\1397148585036.jpg,media\1397148627821.jpg,media\1397148653638.jpg,media\1397148685289.jpg,media\1397148704397.jpg,,,1,4,media\1397148734620.jpg,media\1397148756251.jpg,media\1397148778919.jpg,media\1397148792343.jpg,,,,,,,79,10,79,76,77,77,0,,,,,,,,,,,,,610348947,646086183,2,media\1397149092527.jpg,media\1397149112586.jpg,,,,,,,,,4,media\1397149143115.jpg,media\1397149167469.jpg,media\1397149188707.jpg,media\1397149215717.jpg,,,,,,,568889647,579361934,2,media\1397149268949.jpg,media\1397149308722.jpg,,,,,,,,,4,media\1397149336666.jpg,media\1397149405336.jpg,media\1397149421574.jpg,media\1397149460591.jpg,,,,,,,1,565912459,653200177,4,media\1397149547922.jpg,media\1397149582138.jpg,media\1397149594859.jpg,media\1397149619530.jpg,,,,,,,0,,,,,,,,,,,95,2,media\1397150770712.jpg,media\1397150798720.jpg,,,,,,,,,2264,4,media\1397150478831.jpg,media\1397150504525.jpg,media\1397150525717.jpg,media\1397150548198.jpg,,,,,,,2464,1,288,"Octroi des registres de décÃ¨s, mariage et de naissance,",2,,"Choix de prestataires, le suivi budgétaire",2,,"La publication des avis des appels d'offre, l'analyse des offres de prestations, le contrÃ´le a priori pour la légalité des axes (axe administratif, document financier,les contrats)",1,,"Le recouvrement des recettes, la participation au session du conseil municipal",2,,"Travaux de comité de suivi budgétaire, recouvrement des recettes",2,,Choix de prestataire pour l'élaboration du Plan Communal de Developpement (PCD),2,,other,"Giz,PDDC",0,1,,uuid:6fc60203-08da-43dc-a006-ad055309830e,uuid:6fc60203-08da-43dc-a006-ad055309830e
Modifie,4/10/2014 19:42,4/7/2014 8:51,4/7/2014 10:15,7-Apr-14,60:a4:4c:97:0e:97,,1,,Rurale,CAS,COM,BEREGADOUGOU,BEREGADOUGOU,5,1,13354,1,1-Oct-12,1,1-May-06,0,1,1,1-Jan-07,0,1,1,1-Feb-12,0,1,1,1-Jun-06,0,1,0,,,,1,1-Apr-14,1,2,1,1-Jun-07,0,1,1,1-Oct-13,1,1,0,,,,,,,,,,7,4,3,1,4,media\1396862798532.jpg,media\1396862859605.jpg,media\1396862890437.jpg,media\1396862934270.jpg,,,,,,,1,4,media\1396863064208.jpg,media\1396863132264.jpg,media\1396863202258.jpg,media\1396863275416.jpg,,,,,,,20,3,20,17,19,19,0,,,,,,,,,,,,,19324924,25002994,2,media\1396863527020.jpg,media\1396863579240.jpg,,,,,,,,,2,media\1396863664014.jpg,media\1396863678249.jpg,,,,,,,,,11318212,24557430,2,media\1396863764528.jpg,media\1396863793810.jpg,,,,,,,,,2,media\1396863844506.jpg,media\1396863876600.jpg,,,,,,,,,1,11693114,16221482,2,media\1396863973431.jpg,media\1396863997162.jpg,,,,,,,,,0,,,,,,,,,,,76,2,media\1396864169982.jpg,media\1396864219467.jpg,,,,,,,,,294,1,media\1396864359237.jpg,,,,,,,,,,296,0,,Aucune,3,Aucun appui,"Appui technique
L'élaboration du budget
Discutions du budget",2,,"Suivi et montage du dossier d'appel d'offre
L'élaboration du plan de passation
L'appui conseil",3,Plusieurs observations pour un mÃªme dossier ce qui engendre un retard,"L'appui technique sur la tenue de la comptabilite
Sensibilisation sur le civisme fiscale",2,,"L'appui technique au recouvrement fiscal
L,établissement des quittances
Les appuis conseil en matiÃ¨re de recouvrements",2,,Aucun,3,Ne vois pas le rÃ´le de la DREP a la commune,other,"PACT, PMDE, GIZ, AMBF",1,1,,uuid:57d22206-8b8f-4a94-bc43-d7e5cb141ee4,uuid:57d22206-8b8f-4a94-bc43-d7e5cb141ee4
Modifie,4/10/2014 19:02,4/8/2014 8:23,4/8/2014 18:20,8-Apr-14,ac:22:0b:42:f3:5f,,1,,Rurale,CAS,COM,MANGODARA,MANGODARA,35,1,51799,1,1-Mar-09,1,1-Jun-12,0,1,1,1-Jun-12,0,1,0,,,,1,1-Jan-14,1,1,0,,,,0,,,,0,,,,1,1-Jan-14,1,1,1,1,media\1396946917999.jpg,0,30-Jan-12,1,,0,,,4,3,1,1,1,media\1396947491395.jpg,,,,,,,,,,1,1,media\1396947646215.jpg,,,,,,,,,,71,17,67,58,61,,0,,,,,,,,,,,,,12937860,13834000,1,media\1396954316088.jpg,,,,,,,,,,1,media\1396954466272.jpg,,,,,,,,,,6091503,23297640,1,media\1396953510737.jpg,,,,,,,,,,1,media\1396953684717.jpg,,,,,,,,,,0,,17963521,1,media\1396953951013.jpg,,,,,,,,,,0,,,,,,,,,,,76,1,media\1396949020690.jpg,,,,,,,,,,723,1,media\1396949234867.jpg,,,,,,,,,,1154,1,49,"Approbation des actes du conseil municipal
Suivi des courriers arrives et départs
Inspection des services",2,,"Budget primitif 2013
Budget supplémentaire 2013
Ã‰laboration du compte administratif 2012",2,,"Ã‰laboration et publications des avis a concurrence
Le traitement et le visa des mandats
Participation au depouillement",2,,"Perception des recettes
L'exécution des dépenses
Transmission des états de recouvrement et depenses",2,,"Perception des impÃ´ts
Formation des conseillers sur la technique de mobilisation des ressources propres de la commune sur financement PACT
Transmission des états de recouvrement",2,,"Appui en élaboration du PAI 2013
Suivi évaluation du PAI 2013
Bilan a mi-parcours",2,,other,Direction du ContrÃ´le et des Engagements Financiers,1,1,,uuid:3951fbe6-f4a1-4bae-b14a-069ef89efdb5,uuid:3951fbe6-f4a1-4bae-b14a-069ef89efdb5
Modifie,4/11/2014 9:53,4/9/2014 15:23,4/11/2014 9:47,9-Apr-14,60:a4:4c:97:0e:97,,1,,Rurale,CAS,COM,MOUSSODOUGOU,MOUSSODOUGOU,4,1,15000,1,1-Sep-13,0,,,,0,,,,1,1-Jul-10,0,1,0,,,,0,,,,0,,,,0,,,,1,1-Feb-13,1,1,0,,,,,,,,,,5,4,1,1,4,media\1397059370402.jpg,media\1397059415225.jpg,media\1397059442911.jpg,media\1397123163637.jpg,,,,,,,1,3,media\1397059674049.jpg,media\1397123390810.jpg,media\1397208296264.jpg,,,,,,,,20,6,19,17,17,15,0,,,,,,,,,,,,,12388591,82381453,2,media\1397057771057.jpg,media\1397057810694.jpg,,,,,,,,,2,media\1397057982015.jpg,media\1397058035995.jpg,,,,,,,,,4955868,13744660,2,media\1397058292424.jpg,media\1397058368743.jpg,,,,,,,,,2,media\1397058433931.jpg,media\1397058490069.jpg,,,,,,,,,1,3116272,9273600,2,media\1397058675358.jpg,media\1397058745602.jpg,,,,,,,,,0,,,,,,,,,,,95,2,media\1397058892305.jpg,media\1397058928294.jpg,,,,,,,,,175,1,media\1397123607945.jpg,,,,,,,,,,980,0,,Don d'armoires et des registres de naissances,3,"Pas de sorties pour voir les réalités dans nos communes
Don de matérielles insuffisants",Aucun,2,,"Soutien dans la passation de marches public
Soutien dans la délibération financiÃ¨re",2,,Ã‰change sur les points faibles des recouvrements de la commune,2,,"Appui conseil
L'élaboration du budget 
Appui dans les recouvrements des taxes",2,,"Soutien pour les enquÃªtes sur les infrastructures communales
Formation des comptables et commission finance",2,,1,,0,1,,uuid:a9345c70-24db-42a1-a6ae-51c5a11db55e,uuid:a9345c70-24db-42a1-a6ae-51c5a11db55e
Modifie,4/10/2014 18:58,4/10/2014 9:11,4/10/2014 15:37,10-Apr-14,ac:22:0b:42:f3:5f,,1,,Urbain,CAS,COM,NIANGOLOKO,NIANGOLOKO,15,1,54000,1,1-Nov-12,1,1-Feb-96,0,1,1,1-Jun-02,0,1,1,1-Jan-99,1,1,0,,,,1,1-Jul-12,0,1,0,,,,1,1-Sep-96,0,1,1,1-Apr-04,0,1,1,1,media\1397125570817.jpg,0,31-Aug-12,1,,0,,,3,3,0,1,1,media\1397125886834.jpg,,,,,,,,,,1,1,media\1397125981946.jpg,,,,,,,,,,48,3,42,40,42,,0,,,,,,,,,,,,,81340634,126491731,1,media\1397126498257.jpg,,,,,,,,,,1,media\1397126595223.jpg,,,,,,,,,,79545738,93157000,1,media\1397126774992.jpg,,,,,,,,,,1,media\1397126876200.jpg,,,,,,,,,,0,,76638331,1,media\1397127037698.jpg,,,,,,,,,,0,,,,,,,,,,,48,1,media\1397127240827.jpg,,,,,,,,,,1447,1,media\1397127323994.jpg,,,,,,,,,,1816,1,52,Appui technique,2,,"Ã‰laboration du budget supplémentaire et primitif
Compte administratif",1,,"Ã‰laboration des budgets
Compte administratif et gestion
Ã‰laboration des DAC
Appui conseil
Participe aux dépouillements et des séance de reception
Publication des avis et des resultats",1,,"Ã‰laboration des budgets
Ã‰laboration des comptes
Recouvrement des recettes
Paiement des dépenses
Conservation des fonds valeur et titre
Gestion du patrimoine
Appui conseil",1,,"Ã‰laboration des budgets et des comptes
Le recouvrement des recettes
Appui conseil",1,,Production des statistiques,2,,other,"GIZ
PACT",0,1,,uuid:8cb3430a-f798-49f3-9514-9201d0d562cf,uuid:8cb3430a-f798-49f3-9514-9201d0d562cf
Modifie,4/18/2014 15:31,4/8/2014 11:47,4/18/2014 15:19,8-Apr-14,10:bf:48:f5:2c:01,,1,,Rurale,CAS,COM,OUO,OUO,28,1,23450,1,1-Oct-12,0,,,,1,1-Nov-13,1,1,0,,,,0,,,,0,,,,0,,,,1,1-Nov-13,1,1,0,,,,1,0,,0,8-Jan-14,1,,0,,,4,4,0,1,6,media\1397067984132.jpg,media\1397068027363.jpg,media\1397068078941.jpg,media\1397068096689.jpg,media\1397387199170.jpg,media\1397387214743.jpg,,,,,1,3,media\1397068335577.jpg,media\1397029376485.jpg,media\1397387316454.jpg,,,,,,,,56,8,40,36,36,29,0,,,,,,,,,,,,,3655830,6423458,2,media\1397028283819.jpg,media\1397028681386.jpg,,,,,,,,,4,media\1397028482286.jpg,media\1397028537837.jpg,media\1397028570129.jpg,media\1397028616087.jpg,,,,,,,3719709,8091141,2,media\1397028723562.jpg,media\1397028737757.jpg,,,,,,,,,4,media\1397028770187.jpg,media\1397028811752.jpg,media\1397028830932.jpg,media\1397028913611.jpg,,,,,,,1,5378232,19437764,4,media\1397028950377.jpg,media\1397029005381.jpg,media\1397029032551.jpg,media\1397029122393.jpg,,,,,,,0,,,,,,,,,,,100,1,media\1397068806044.jpg,,,,,,,,,,182,4,media\1396962867896.jpg,media\1396962916237.jpg,media\1396962958972.jpg,media\1396967715749.jpg,,,,,,,1167,0,,Aucun,4,Manque d'encadrement et de soutien. Manque de soutien financier.non implication dans les activités communales.,"Montage , approbation et suivi du budget,réception des travaux",2,,"Accompagnement dans l'élaboration des Demandes d'Appel d'Offre, la réception des commandes(biens et services),élaboration du budget",2,,"La sensibilisation des populations sur le recouvrement des recettes, le montage des mandats.",2,,Recouvrement de certains impÃ´ts,2,,Le recensement des infrastructures socioéconomiques de la commune,2,,3,,0,1,,uuid:63ee6109-950a-4965-9605-f44409d01fd3,uuid:63ee6109-950a-4965-9605-f44409d01fd3
Modifie,4/18/2014 11:37,4/7/2014 10:44,4/7/2014 12:16,7-Apr-14,10:bf:48:f5:2c:01,,1,,Rurale,CAS,COM,SIDERADOUGOU,SIDERADOUGOU,47,1,75397,1,1-May-08,1,1-Jun-02,1,1,1,1-Mar-07,0,1,1,1-Apr-89,0,1,1,1-Jun-12,0,1,1,1-Dec-13,1,1,0,,,,1,1-Dec-12,1,1,1,1-Jan-13,0,1,1,1,media\1396868887526.jpg,0,13-Jan-13,1,,0,,,4,4,0,1,8,media\1396869135116.jpg,media\1396869168236.jpg,media\1396869187079.jpg,media\1396869209824.jpg,media\1396869226187.jpg,media\1396869242190.jpg,media\1396869256333.jpg,media\1396869280425.jpg,,,1,4,media\1396869340360.jpg,media\1396869360233.jpg,media\1396869372440.jpg,media\1396869383551.jpg,,,,,,,82,9,67,66,73,79,0,,,,,,,,,,,,,30502898,43614935,4,media\1396869592209.jpg,media\1396869673667.jpg,media\1396869707622.jpg,media\1396869735331.jpg,,,,,,,2,media\1396869823548.jpg,media\1396869849534.jpg,,,,,,,,,22113405,35192270,2,media\1396869953765.jpg,media\1396869983878.jpg,,,,,,,,,4,media\1396870048750.jpg,media\1396870114857.jpg,media\1396870130835.jpg,media\1396870191270.jpg,,,,,,,1,26462838,42697404,4,media\1396870303083.jpg,media\1396870355151.jpg,media\1396870374666.jpg,media\1396870399098.jpg,,,,,,,2,media\1396870444580.jpg,media\1396870468492.jpg,,,,,,,,,84,2,media\1396870560008.jpg,media\1396870577155.jpg,,,,,,,,,787,2,media\1396870636005.jpg,media\1396870657626.jpg,,,,,,,,,2398,0,,"Appui a l'organisation de la visite du MATD a la mise en place du instance CCFV, CFV. Appui pour la visite du ministre de l'agriculture. Dotation de registre imprimé d'etat civil",2,,Appui a l'Ã‰laboration des documents budgétaire.la participation aux travaux de la CCAM.participation aux session du conseil municipal,2,,Idem pour le budget,2,,Ã‰laboration budget.recouvrement des recettes. Sensibilisation des contribuables,2,,Appui a l'élaboration du budget. appui au recouvrement. Sensibilisation des contribuables,2,,Néant,4,Satisfait a travers l'aide pour la perfection des documents budgétaire et a la meilleure exécution des activités. création de services rapprochés de la DPI. Donner le contrÃ´le financier a chaque collectivité. La restauration de la ligne téléphonique en pa,3,,1,1,,uuid:0bb647eb-416a-48f9-9cbc-605d3a5b4728,uuid:0bb647eb-416a-48f9-9cbc-605d3a5b4728
Modifie,4/14/2014 21:02,4/9/2014 16:24,4/14/2014 8:58,9-Apr-14,60:a4:4c:97:0e:97,,1,,Rurale,CAS,COM,SOUBAKANIEDOUGOU,SOUBAKANIEDOUGOU,14,1,28073,1,1-Oct-13,1,1-Jun-13,0,1,1,1-Apr-09,0,1,1,1-Jun-06,0,1,0,,,,0,,,,0,,,,0,,,,1,1-Jun-13,1,1,0,,,,,,,,,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,29,0,,,,,0,,,,,,,,,,,,,9393575,11320700,2,media\1397061137779.jpg,media\1397061215742.jpg,,,,,,,,,2,media\1397061373512.jpg,media\1397061415266.jpg,,,,,,,,,28786926,20346252,2,media\1397385911452.jpg,media\1397385957001.jpg,,,,,,,,,2,media\1397061972295.jpg,media\1397061997706.jpg,,,,,,,,,0,,18732304,2,media\1397062114174.jpg,media\1397062149638.jpg,,,,,,,,,0,,,,,,,,,,,80,2,media\1397062267279.jpg,media\1397062315811.jpg,,,,,,,,,546,0,,,,,,,,,,,91,0,,Aucun,4,Pas d appui,"Formation
L'examen du budget",2,,Aucun,1,,Aucun,3,Les dossiers trainent a leur niveau,Aucun,3,"Cette direction ne donne pas l'Ã‰tat des recouvrements a temps a la commune,
La commune ne comprend pas la méthode de travail de cette direction",Aucun,2,,other,"PACT, PNGT, PDDC",1,1,,uuid:e0bb2fd4-d030-4f4b-ba9c-82f358911635,uuid:e0bb2fd4-d030-4f4b-ba9c-82f358911635
Modifie,4/18/2014 10:34,4/9/2014 10:53,4/9/2014 12:31,9-Apr-14,10:bf:48:f5:2c:01,,1,,Rurale,CAS,COM,TIEFORA,TIEFORA,30,1,42494,1,1-Jan-07,1,1-Oct-13,1,1,1,1-Oct-13,1,1,1,1-Sep-12,0,1,0,,,,0,,,,0,,,,0,,,,1,1-Oct-13,1,1,1,0,,0,9-Jun-10,1,,0,,,4,4,0,1,8,media\1397041785157.jpg,media\1397041830980.jpg,media\1397041854923.jpg,media\1397041889636.jpg,media\1397042009081.jpg,media\1397042042161.jpg,media\1397042062917.jpg,media\1397042099426.jpg,,,1,4,media\1397042226316.jpg,media\1397042246824.jpg,media\1397042261204.jpg,media\1397042276837.jpg,,,,,,,61,8,53,39,31,49,0,,,,,,,,,,,,,6703004,21466145,2,media\1397042561747.jpg,media\1397042579183.jpg,,,,,,,,,2,media\1397046184094.jpg,media\1397046203440.jpg,,,,,,,,,7171194,23660105,2,media\1397042682476.jpg,media\1397042700488.jpg,,,,,,,,,3,media\1397046477614.jpg,media\1397046492268.jpg,media\1397046544603.jpg,,,,,,,,1,8478005,21933508,4,media\1397042865145.jpg,media\1397042886768.jpg,media\1397042933682.jpg,media\1397042950808.jpg,,,,,,,0,,,,,,,,,,,92,2,media\1397043153616.jpg,media\1397043178117.jpg,,,,,,,,,505,1,media\1397044485271.jpg,,,,,,,,,,2004,0,,"Passation de service entre le maire sortant et le maire entrant en Avril 2013, appui conseil pour le bon fonctionnement de la mairie",2,,Ã‰laboration du budget,2,,"Engagement ,liquidation des dépenses, Ã‰laboration du budget",1,,"Exécution des dépenses,appui conseil dans l'élaboration du budget,recouvrement de certains recettes tel que les CSI( cotisation du secteur informel)",2,,"Recouvrement des recettes(taxes d'abatages,sur les boutiques,les moulins), élaboration du budget, appui conseil",2,,Ã‰laboration du programme d'activités annuel de la commune,2,,1 other,GTZ,1,1,,uuid:ec66a459-54b2-47ac-b471-4876b48cdd2c,uuid:ec66a459-54b2-47ac-b471-4876b48cdd2c
Modifie,4/17/2014 12:47,4/14/2014 10:41,4/14/2014 11:41,14-Apr-14,60:a4:4c:97:0e:97,,1,,Rurale,CAS,LER,DAKORO,DAKORO,5,1,16000,1,1-Oct-12,1,1-Nov-13,1,1,1,1-Dec-06,0,1,1,1-Apr-14,1,1,0,,,,0,,,,0,,,,0,,,,1,1-Nov-13,1,1,1,0,,0,14-Sep-08,1,,0,,,4,3,1,1,3,media\1397473551980.jpg,media\1397473674704.jpg,media\1397473707911.jpg,,,,,,,,1,3,media\1397473812173.jpg,media\1397473855448.jpg,media\1397473893196.jpg,,,,,,,,20,4,12,11,10,,0,,,,,,,,,,,,,3810994,4054704,2,media\1397474048404.jpg,media\1397474073813.jpg,,,,,,,,,2,media\1397474113564.jpg,media\1397474143236.jpg,,,,,,,,,2238563,3135803,2,media\1397474203592.jpg,media\1397474237796.jpg,,,,,,,,,2,media\1397474263868.jpg,media\1397474297300.jpg,,,,,,,,,0,,3035722,2,media\1397474406092.jpg,media\1397474446400.jpg,,,,,,,,,0,,,,,,,,,,,80,2,media\1397474523536.jpg,media\1397474545377.jpg,,,,,,,,,349,1,media\1397474707890.jpg,,,,,,,,,,126,0,,Formation la loi 027,3,Pas beaucoup d'appui,Formation sur l'élaboration du budget,3,Pas assez de formation de leur part,Aucun,2,,Aucun,4,Pas d'appui,"Formation sur la mobilisation des ressources propres
Formation des collecteurs sur la collecte des taxes
Formation sur le civisme fiscal",2,,L'appui a la rencontre cadre de concertation communale,2,,other,"CESAO/PRP, PACT, PNGT, FPDCT, GIZ",1,1,,uuid:a4bedc25-5845-45ad-94f6-34800b3fe5ab,uuid:a4bedc25-5845-45ad-94f6-34800b3fe5ab
